gene_id	gene_name	PS240001_53138_CA1_Reg_C_full	PS240007_53145_SUB_Reg_N_full	PS240010_53147_SUB_Bur_N_full	PS240016_53149_CA1_Reg_N_full	PS240019_53150_CA1_Reg_C_full	PS240028_53155_SUB_Reg_N_full	PS240037_53167_SUB_Bur_N_full	PS240046_53114_SUB_Bur_N_full	PS240089_53479_SUB_Bur_N_full	PS240090_54232_CA1_Reg_N_full	PS240091_54232_SUB_Bur_N_full	PS240092_54233_CA1_Reg_N_full	PS240093_54233_SUB_Reg_N_full	PS240094_54238_SUB_Reg_N_full	PS240095_54235_CA1_Reg_N_full	PS240096_54264_SUB_Reg_N_full	PS240097_54235_SUB_Reg_N_full	PS240098_54235_CA1_Reg_N_full	PS240099_54235_SUB_Reg_N_full	PS240100_53612_CA1_Reg_N_full	PS240101_53612_SUB_Reg_N_full	PS240102_53612_SUB_Reg_N_full	PS240103_53451_CA1_Reg_N_full	PS240104_53454_CA1_Reg_N_full	PS240105_53454_SUB_Bur_N_full	PS240106_54237_CA1_Reg_N_full	PS240107_54237_SUB_Bur_N_half	PS240108_54237_SUB_Reg_N_half	PS240109_54237_CA1_Reg_N_half	PS240110_53459_SUB_Reg_N_full
ENSMUSG00000029705	Cux1	285	6	0	154.999	1017	253	240	176	1	3	1239.999	1475	1772.001	108	328	481.001	119	785	358.002	145	11	573	1483	2038	369	63	3	384.999	113	2
ENSMUSG00000029706	Pax4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029707	Fscn3	0	0	0	0	0	157	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029708	Gcc1	276	0	1.787	1	218	1191	2	615	0	0	36	1.009	406	18	836	0	0	0	93	177	6	396	6	106	921	1135	1	2	0	0
ENSMUSG00000029710	Ephb4	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000029711	Epo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029712	Actl6b	3656	1	3802.999	1153	83	912	709	8510.001	1205	1136	2750.001	3635.989	2576.999	44	2832.999	3474.999	3080.001	2021	2646	1830	272	2288	2440.999	2481	3641	7931.001	1729	1430	946	2479
ENSMUSG00000029713	Gnb2	2251	10126	3892.999	6432.999	10547.755	818.999	2636	1872	3884	3269	2673.999	5080.999	1857.999	62	2485	3094	2191.001	1510	2516.001	2018	660	2771	1119.999	3502	2015	4245.001	1261.001	883	3009	4003.001
ENSMUSG00000029714	Gigyf1	130.908	16	329	87	18	1439	143	9	423.589	6	149	2	361	50	338	27	173	233	489	334	63	140.928	29	478	415	76	727.639	35	292	428.86
ENSMUSG00000029715	Pop7	1	0	1	511	0	2027	33	1314	179	1494	487	2	292	19	509	1246	150	0	1461	512	1294	757	245	679	410	557	799	1115	416	3
ENSMUSG00000029716	Tfr2	825	0	2.972	0	0	130	1	9	1	0	1	1476	0	0	0	1135	1	0	235.001	244	0	0	0	0	121	842	0	0	0	0
ENSMUSG00000029718	Pcolce	0	2	1	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	4
ENSMUSG00000029722	Agfg2	607	5.569	1	765.984	0	1046.999	4	76.469	15.024	1582.999	583	436	1529	14.417	33	20.669	2	534	163	221	91.95	18	55.537	56	12	1311	29	3167.998	62.631	2543.987
ENSMUSG00000029723	Tsc22d4	226	21	808.999	2197	1382	687	4721.001	0	2	1601	1309.003	205	3896	1147	3198.999	2589	1504	1883	1205.001	265	110.999	4092.001	3241	4767	568	1026	362	1688	2667	1599.001
ENSMUSG00000029725	Ppp1r35	130	724	306	34	0	284	120	246	9	23	333	0	487	6	419	0	147	0	332	66	389.001	338	0	169	240	264	1	335	621	1102
ENSMUSG00000029726	Mepce	0	7	363	2160	9	984	6	1	0	302	345.001	860	0	12	341	79	429	0	846	301	634	562	507	1	343	1478	1	185	902	2
ENSMUSG00000029727	Cyp3a13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029729	Zkscan1	1	2	2264	4	73.002	1143	6.002	3537.442	478.036	78.004	504	4945	920.062	17	342.029	219.038	1434.327	742.029	2428	232.01	47	436.017	95	52	451	681	29	960.006	13	10
ENSMUSG00000029730	Mcm7	376	0	54	1	0	0	1962.545	124	0	80	2	203	0	0	5.003	11	818.633	0	1022.606	271	23	26	0	119.191	68.29	1556.203	152.098	148	1675.351	759.021
ENSMUSG00000029735	Tpk1	0	1	0	0	0	1	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0
ENSMUSG00000029736	Nobox	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029752	Asns	7	5	2388	433	701	1065	2619	2621	25	100	2162	1697	231	1036	2042	2276	750	6671	822	1007	1481	1823	3127	1274	1250	3015	12	126	1999	9099.999
ENSMUSG00000029754	Dlx6	0	1	1	145	632	1241.001	3	0	2	1	3	1	0	22	39	7	1	0	0	1	11	63	0	0	50	0	4	402	0	0
ENSMUSG00000029755	Dlx5	1	1	0	1	2	1236	5	0	1	22	1	0	2	7	134	624	0	3	1	0	2	220	2	11	142	1	2	3	0	0
ENSMUSG00000029757	Dync1i1	2145	0	1884	1003	7760	4169	3233.001	8	1983	1439	2999	3191.001	336	18	1882	2297	1437	4350.999	2850	1583	1803.001	1339	2811	1271	4234	8829.999	2057.999	14	6606	859
ENSMUSG00000029759	Pon3	0	0	0	0	0	0	0	0	0	0	0	0	955.001	5	163	0	0	0	0	0	1	265	0	59	0	0	0	0	0	2
ENSMUSG00000029761	Cald1	4	7	0	2	2	37	595	0	4	3	23.001	1	2	10	164	1580	498	2	44	2	11	253.001	4	3	480	5	1	1	1	1
ENSMUSG00000029762	Akr1b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177.603	0	1	0	0	0	0	780.481	0	0	0	0	0	0	0
ENSMUSG00000029763	Exoc4	2313	0	2193.028	519	11	3580	40	2323	1111	62	1399	1267.001	163	574	1737	1703	885	367	1675	457	2772	965	1426	2478	1034	2225.999	1685	1234	8	1
ENSMUSG00000029765	Plxna4	1458	2	738	5	24	1718	400	55	263	1364	486	7081	3686	4476	1512	862	16	2303	886	1147	1710.995	1332	3019	836	1192	2665.954	1253	2433.969	362	8.88
ENSMUSG00000029766	1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029767	Calu	1	21	0	577	0	2063	1028	2	158	1006	883	975	961	24	1042	1619	2139	9	3666	442	1958.001	1413.001	206	1366	3269.001	1237	20	1882	2411	8
ENSMUSG00000029769	Ccdc136	1106	1429	234	16	4826	3612	1116	0	31	1379.001	1081	908.001	1243	11	718	2101.001	1427	464	1269	332	127.001	620	1789	552	1790	1339.001	556	2459	1098	4869
ENSMUSG00000029771	Irf5	18.914	0	2.977	1.567	8.441	7.382	0	0	0	1339.698	5.067	1	2582	4	110	1135.177	1477.879	0	5	124.12	1.812	172.382	25	899	2.71	3	3.572	5.796	2.034	1
ENSMUSG00000029772	Ahcyl2	3	5	3209	5	1	2679	612	1818.999	3423	1341	3963.001	4238	1624	31	1443	2709.002	2264	322	2146.999	1283	4999.999	1971.999	123	3005	1420.001	4749	2032	1292	2744	18
ENSMUSG00000029775	Klhdc10	1431	0	1452	26	1	369	3	2826	1016	491	843	20	275	19	1062.162	312	1143.836	736	451	1562	43	535	0	1384	483	553.999	347	18	17	2322
ENSMUSG00000029776	Hibadh	814.205	0	1035	0	2290	2174	1454.999	53	0	2184	3038	1686.999	507	50	2176	792.998	22	0	1841	463	102	2380	377.005	3427	175	2363	642.999	1341	636	3
ENSMUSG00000029777	Gars	1008	319	6519	3800	2021.999	1253	4742	261	1	2467	1265	7187	1499	58	2150	1833	99	167	1480	2434	272	2831	2483	2035.999	2588	6167	1381	883	4378	0
ENSMUSG00000029778	Adcyap1r1	3	0	0	1288	724	2109	532	0	0	24	1316	0	148	10	193	1476	198	1577	29	448	40	359	1483	343	179	25	14	1008	19	2248
ENSMUSG00000029780	Nt5c3	0	2	2567	1	7043	757	274	1	0	1281	1254	4838	636.999	50	491	791	542.001	2348	739	99	184	688	0	22	2530	64	2022	734	1237	170
ENSMUSG00000029781	Fkbp9	0	1	0	0	6	386	1865	0	202	736	4	0	535	9	200	857	0	1	24	3	3	278	0	0	2	1	3	2	0	3
ENSMUSG00000029782	Tmem209	5	0	1646	10	1	3	1580	5.849	0	863	1170	4591	9.005	17	610	1	2	492	36.999	48	120	340	1	6	1527.997	291	1	2.33	1267	3.158
ENSMUSG00000029784	Ssmem1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029787	Avl9	1	2	0	4588	0	1896	293	0	0	457	644	2852	1	17	753	684	61	2301	8	11	22	1276	1708	1721	718	5	6	433.999	0	1
ENSMUSG00000029788	Cpa5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029790	Cep41	0	0	305	2	0	0	0	1	0	8	3	0	321	11	243	270	0	0	0	0	4	360	1708	114	18	0	0	14	0	2.007
ENSMUSG00000029797	Sspo	0	0	0	14	5	0	0	0	0	0	36	1	0	1	0	0	0	0	7	0	0	0	0	0	0	1	0	1	0	0
ENSMUSG00000029798	Herc6	0	6	1	0	3	3	0	0	1	0	1	13	593	8	218	710	1	253	1	47	5	288.001	4289	7	630	4	1	110.004	2	0
ENSMUSG00000029802	Abcg2	1	2	0	3	0	0	12	0	1583	0	285	13	103	2	0	5	0	2	37	79	0	0	20	0	1	442	0	0	2	5
ENSMUSG00000029804	Herc3	2021	37	8016.999	2509	2	3228	1970	16	0	592	3159	3944	596	1262	1885	3813	1880	1483	3018	2318	7981.999	2475	4369	656	772.001	1714	1129	784	2054	1456.001
ENSMUSG00000029810	Tmem176b	0	0	0	1130.001	4816	1055	1081.001	0	0	22	545	102	4378.001	15	298	733.999	101	920	2	3	7	496	0	2393	329.999	6	0	0	1291	4555
ENSMUSG00000029811	Aoc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000029813	Doxl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029814	Igf2bp3	4	1	90.543	966	1	23	0	0	883.762	1	1	111	27.65	1	129	0	1	2	39	75	88	1	0	197	6	513	0	0	0	0
ENSMUSG00000029815	Malsu1	0	0	2888.457	1622	9	308	1	821.999	259.238	77	518	5	583.35	153	237	446	2	0	446.999	118	48	415.001	0	1697.983	1028	9	460	28	697	0
ENSMUSG00000029816	Gpnmb	0	0	0	0	0	162	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0
ENSMUSG00000029817	Tra2a	4484	0	4725.001	2789	1434	3972.776	1491	3863	5195	7	2052	503	2	58	2425	925	1511.999	135	2828	2541	653	2088	42	1812	2050	3562	1111	1381	612	20
ENSMUSG00000029819	Npy	625	6	20	2301	964	78366	219	0	1	2095	610	2	20	86	2864	4814	177	6371	556	66	38	4896	130	0	232	21	23	0	737	1
ENSMUSG00000029821	Gsdme	13	25	1328	2401	485	348	725	3	8	203	701	5655	502	6	232	2070	9	354	162	1534	115.999	109	1001	54	179	874	1190	730	409	67
ENSMUSG00000029822	Osbpl3	0.976	1132	4891	2	3	1444	594.205	2413.999	28	816	326	4	0	365	798.001	9	1560.001	1	761.999	41	3400.001	350	1	0	2413	15	810	3585	1	0
ENSMUSG00000029823	Luc7l2	3965.001	7955.972	5986.001	5304	15.999	1455.044	1221	7208	4353.999	117	1499.001	4674.656	3434.999	90.999	2941.001	5923	1867.897	2770.001	5336.935	7835.983	1883.946	1391.001	4898.001	2842	1875	3163.999	1637.999	1350	1882.999	1409.381
ENSMUSG00000029826	Zc3hav1	0	0	0	0	0	0	0	0	0	4	0	1	0	2	33	0	550	0	7	202	0	32	0	0	3	0	0	0	0	0
ENSMUSG00000029828	4921507P07Rik	21	0	0	0	46	2	0	0	0	118	0	0	0	0	0	0	2	0	436	28	22	0	0	0	0	5	11	911	0	0
ENSMUSG00000029829	Tmem213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	5	0	0	0	0	1	20	0	0	0
ENSMUSG00000029830	Svopl	0	1	0	0	0	2	0	0	1	0	1	0	58	2	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000029831	Npvf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029832	Nfe2l3	16	1	0	0	0	0	37	93	0	0	0	0	0	0	0	0	291	0	0	42	0	0	0	0	0	27	0	0	0	0
ENSMUSG00000029833	Trim24	1	1	55	139	1	1	636.004	4689.059	631	18	582	2303	1809	4	254	23	249	360	3573	258.573	8	357	1	759	150	471	3	144	12	1
ENSMUSG00000029836	Cbx3	44	234.554	71	4230.964	2498	1479.998	1005.146	42.997	767	747.189	1924.739	10549.679	131	37	2159.318	6816.624	450.916	136.976	1891.853	755.692	199.001	1582.684	2903.976	240.999	2450.293	2645.305	160.388	881	1048.968	77
ENSMUSG00000029837	1700111E14Rik	1	0	0	0	0	0	26	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000029838	Ptn	113	167	2376	1310	14677	4395	16947.964	4449	1218	5421.999	7013	331	1816	266	5926	14996	1487	4536	4760	544	662	9591	5700	2646	13461	303	1216	2408	2985	13076
ENSMUSG00000029840	Mtpn	28	1	6878	2375	3072	1359	5511	1362.622	6011	2724	7508	1807	2903	177	7052	9933	1076	1825	4802	3622	3765	5919	5936	2352	14101	12545	3417	2996	5479	16337
ENSMUSG00000029843	Slc13a4	0	0	7	2	0	54	766	2	1	0	1	0	17	4	88	2	1	1	29	0	3	130	0	0	688	0	2	0	0	5
ENSMUSG00000029844	Hoxa1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000029847	Slc23a4	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029848	Stra8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000029851	Tcaf2	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029859	Epha1	0	0	0	0	0	3	0	0	0	0	0	22	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000029860	Zyx	1	0	0	1	33	721	1	278	357	1204	354	157	880	1	39	115	434	1249	0	142	113	51	671.999	195.999	642.999	67	1003.001	1743.999	2	0
ENSMUSG00000029861	Fam131b	41.309	208.803	193	0	822.255	557	5.897	16	0	215.581	174.911	408.535	8.62	6	137	395	7	1	112.468	112.784	88.88	222	101	63.606	309	281.931	673.767	37	565.526	2
ENSMUSG00000029862	Clcn1	11.691	31.197	1	1.627	451.745	0	6.103	0	0	35.419	670.089	186.465	1.38	7	1	1	2	1	54.533	10.216	47.12	2	1	9.394	305	1.069	629.234	0	40.474	1.751
ENSMUSG00000029863	Casp2	1	0	0	2457	0	4	1	3326	1	1	1072	0	0	35	324.999	3	313	1	759	51	454	513	1	0	0	13	58	299	0	0
ENSMUSG00000029864	Gstk1	0	0	365	0	0	0	974	0	0	2	349	0	1260	2	76	1233	314	0	0	0	1	134	0	380	0	0	0	0	0	0
ENSMUSG00000029865	Sval1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029866	Kel	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029867	Llcfc1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029868	Trpv6	8	0	89	257	0	94	1	0	0	0	0	28	0	0	2	0	0	189	9	1	64	3	0	0	0	1	634	0	0	1
ENSMUSG00000029869	Ephb6	0	0	258	0	1688	1777	669	1	2603	0	290	389	718	49	537	2335	462	1	1744	247	65	814	427	1296	2350	171	596	3	2561	3
ENSMUSG00000029875	Ccdc184	142	9530	7	561	899	706	51	14	3	39	127	1089	88	9	587	19	50	1971	354	129	104	421	8	249	2	671	899	438	31	1934
ENSMUSG00000029878	Dbpht2	2238	5	0	24	5	363	170	185	0	43	548	3	1067	27	1224	584	1022	5	1476	306	13	1123	563	1782	756	1010	2	174	2064	301
ENSMUSG00000029882	2210010C04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029883	1700074P13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029885	Moxd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029909	Prss37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029910	Mad2l1	1	1	2	2	0	121	0	0	0	0	0	2	0	5	116	0	1	2.004	0	0	5	202	0	0	1	0	1	0	0	1
ENSMUSG00000029911	Ssbp1	1208	3428.999	1624.001	30	1178	848	1292	3528.002	0	0	617	4610.001	1065	11	572	883	123	1644.001	1625	317.001	2415	424.001	832	1478.999	2089.999	1551.001	1141.001	0	90	11
ENSMUSG00000029913	Prdm5	1	1	0	0	0	124	0	1	1	656	0	0	0	0	1	1	5	0	1	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000029915	Clec5a	0	0	0	0	0	0	825	0	0	0	1	0	1254.001	9	230	1	0	0	0	0	1	293	0	1075	0	0	0	1	0	0
ENSMUSG00000029916	Agk	1374	0	2913	5	146	590	649	5416	3617.019	711	1349	1937	0	125	1861	77	594	2351.999	2636.011	604.999	133	846.001	416	9	2233	2760.001	889	729	2	10
ENSMUSG00000029917	Qrfprl	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029918	Mrps33	1736	4393	949	9758	2166	2885	2254	3849	1317	2348	2826	6678	1730	80	3580	2416	2434	5047	2341	1600	1993.999	4360	2091	1492	3611	9683	1214	2206	5074	8067
ENSMUSG00000029919	Hpgds	1567	3	1	80	0	0	1301	1	1	0	1724.001	57	5650.967	6	193	774	1206	0	2243.699	579.107	0	331	0	2531	253	46	31	2	0	4
ENSMUSG00000029920	Smarcad1	2003	2	1881	89	0	2	91	917	4.155	4	2063.999	1141.001	1560	32	108	96	133.561	1998	1373	1794	197	180	0	13	1352	530.001	2096.016	2	24	5.002
ENSMUSG00000029922	Mkrn1	482.006	12	899	176	21	2468	3059.004	7467.004	598.007	374	2830	2933	1749	51.051	1085	2142.011	1134	1984	1810	1210.001	170	1954	3127.999	14	3826.998	4122	463.001	3425	3297.997	5795.99
ENSMUSG00000029923	Rab19	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000029924	Slc37a3	659	703	160	5	3134	433	2	472	0	1	818.001	2137	951	2	469.999	1464.999	0	0	233	1503	52	186	428	25	1572	70	15	1937	12	0
ENSMUSG00000029925	Tbxas1	0	0	0	0	0	4	0	0	0	1	1	0	721	0	1	0	0	0	0	1	0	0	0	16	312	1	0	0	0	0
ENSMUSG00000029992	Gfpt1	4	1	1433	1229	643	1384	1043	1	2147	415	1633	37	2	1	43	1140	187.244	4	2112	948.955	61.995	86	1	337	799	44.001	484	312	1168	7
ENSMUSG00000029993	Nfu1	1166	1	2384.999	0	883	2193	1057	427	2734	980	689	1122	614	977.001	639	2027	1915.001	1065.999	689	781	103	698	1389	1285	3102.001	1030	1262	3	5781	1181
ENSMUSG00000029994	Anxa4	1	0	1247	0	0	181	0	1	0	250	3	1008	0	23	2866.002	171	3	1	806	43	21	168.001	933	1073.999	1	11	1	122	1	0
ENSMUSG00000029998	Pcyox1	38	2	4381	168	1811	5351.999	2619	4	2566	2112	1238	721	1346	42	2161	2442	768	1409	2635	383	376	1604	703	1250	658	1210	3869	367	504	5090
ENSMUSG00000029999	Tgfa	0	0	0	600	0	12	0	0	2	1	421	0	470	10	217	824	8	0	6	2	2	396	499	421	6	1	0	1	24	0
ENSMUSG00000030000	Add2	2497	7	520	1166	6507	1849	2760	1677	0	3080	2134.999	5887.731	644	207	1568	2669.318	1652	332	4193	1835	127	1980	3590	1727.001	1049.941	3428.001	312	407	357	157
ENSMUSG00000030001	Figla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030002	Dusp11	2133	2	5857	169	2318	6123	1971	4793.001	4194.001	1189	1319	2570	1518	15	667	414.999	6910	1190	3607.999	1636.001	3523	1101	1484	2260.999	3899	3053	837	835	1931	3097.999
ENSMUSG00000030004	Nat8	0	0	0	0	0	0	244.559	0	0	0	0	0	0.931	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0
ENSMUSG00000030007	Cct7	300	4934.631	3318	5009	9286	5730	3726	2574	1794	4207	1792	5613	2311	100	6148.001	3561	3205.025	1620	4644	2507	583	4521	87	1434	13459	10992.001	3590.999	1456	3686.999	1089
ENSMUSG00000030008	Pradc1	0	5743.368	1345	0	0	0	556	0	0	0	764	0	29	52	516	147	187.007	0	851	70	21	198	393	0	759	39	182	0	614	1
ENSMUSG00000030016	Zfp638	1338	14442.001	2548	3934.949	1845.998	4982.001	1569	5776.999	1101.065	198	3713.999	3361	2709.001	45	3051	931.999	1463	3496	1135.999	849	435	2330.001	1314	383	2669.998	1965.999	523	2025.999	2704.001	2322
ENSMUSG00000030017	Reg3g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030019	Fbxl14	439	0	1	60	0	3	0	965	0	0.997	157	696.991	0	6	342.972	0	0	0	202	635.968	2	547.927	0	107.848	0	17	0	0	728.4	0
ENSMUSG00000030020	Prickle2	1	0	4044	1636	115	2259	1515	3350	2084	558	5009.999	5621	4208	96	1731	1604	1403	3408	3558	1104	1218	2817	242	39	1849.001	3356	3584	353	276	1161
ENSMUSG00000030022	Adamts9	1859.387	0	0	0	2	0	817	1	0	1	0	0	316	12	1155.485	95.01	0	187	23	925	2	50	727.415	0	0	20	0	0	1	8
ENSMUSG00000030029	Lrig1	0	0	6	2	0	2	0	0	0	507.591	289	22.192	0	6	45.725	73.097	0	4	5.045	416.247	0	63.099	391.49	10.307	0	10.048	0	0	0	188.104
ENSMUSG00000030030	1700003E16Rik	0	0	0	25	662	587	1	0	0	0	710	0	497	5	239	0	0	15	34	102	29	366	0	115	400	632	0	0	0	0
ENSMUSG00000030031	Kbtbd8	10	1	181	0	1	0	0	0	0	0	0	0	0	0	3	0	17	0	0	0	0	1	0	0	0	0	1	0	0	5
ENSMUSG00000030032	Wdr54	1	96	1034.146	172.001	2769	0	0	0	0	1	443.261	0	407.763	37.902	1144.99	52.002	590.207	2	89.211	108.975	70.693	476.004	0	0	15.558	446.211	471	0	656.071	44.436
ENSMUSG00000030034	Ino80b	0	5	0	0	14	63	0	0	593.996	340	1	167	34	5	56	103	0	0	460	68	8	114	1	102	217	290	0	0	236.979	2
ENSMUSG00000030035	Wbp1	0	8	1143	0	3325	20	2100.999	1	0	573	0	0	418	27	436	674.999	333.523	2516	204	16	274.999	758	400	2167	325	5	2432	2400.999	0	0
ENSMUSG00000030036	Mogs	0	4	12	1869	0	2232	2	0	0	0	650	1237	102	8	276	1402	146	962	296	671	93	410	212	1944	1409	20	338	2087	0	4253
ENSMUSG00000030037	Mrpl53	1309	207	1227	1721	40	2227	2533	1313	0	1245	2256	1460	1325	153	412	807	1103	161	1634	345	804	719	691	1375	1202	1241	244	2906	4281	2
ENSMUSG00000030041	M1ap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030042	Pole4	1148	11696	1314	1066	371	1474	1350	4914	1246	2253	2343	1757	1267	72	3014.996	269	82	3298	913	596	1749	3034	735	815	1802.999	2691	250	1829	2151.999	2
ENSMUSG00000030043	Tacr1	0	0	0	0	0	0	0	1	0	0	0	283	0	0	0	0	1	0	189	5	0	0	0	1	1	2	2	0	0	0
ENSMUSG00000030045	Mrpl19	558.958	3	670	11	2158.999	102	105.583	1646	3.147	1264	1057.147	109.022	468.644	35	1985.918	968.963	412.181	211.908	2353.864	679.802	43.2	1369.791	389.466	1445.832	124	2150.356	325.318	2	939	0
ENSMUSG00000030046	Bmp10	0	0	0	1.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030047	Arhgap25	0	0	0	0	0	0	0	0	0	0	31	0	1549	2	54	0	0	0	0	0	0	58	0	1023	0	1	1	0	0	0
ENSMUSG00000030048	Gkn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030049	Gkn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030050	Gkn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030051	Aplf	0	0	1	0	2	293	446	0	0	0	0	484	0	6	70	1442	51	1	0	1	1	101	0	0	84	0	0	2	0	0
ENSMUSG00000030054	Gp9	0	0	0	0	0	0	0	0	0	0	68	0	20	4	47	0	0	0	0	0	1	98	0	704	0	0	0	0	0	0
ENSMUSG00000030055	Rab43	0	0	17	718	0	113	1	136	529	0	23	178	681	5	203.999	445	15	12	11	416	2	389	0	1622.999	1	7	0	0	439	0
ENSMUSG00000030056	Isy1	166	1	620.036	1749	2	1245	1048	916	84	1988	127	4	572	1839	225	561	221	2	49	309	1691	363	948	2	1127	244	505.999	1026	30	5048
ENSMUSG00000030057	Cnbp	8278	17724	15713	342	13505	4448.999	11230	7727.999	10355.999	5891	12894.999	13250	4430.001	282.001	11001	14200.999	5057	3565	11013	6756.002	7111	13270	10636.999	7521	11686.999	19938.999	5209	6039.001	14051	14249
ENSMUSG00000030058	Copg1	2640.932	1308	2325.999	7466	154	4367.776	5618.914	6244.672	3044.656	3609.081	4059.956	4166.582	3376.04	829.195	2878.819	3169.59	3495.931	5255.877	4710.895	2818	714	4794.581	2392	3439.549	5346.956	10861.936	4103.266	4695.696	3768.589	8830.597
ENSMUSG00000030059	Tmf1	2108	1	50	8	308	1203	188	2211	993.13	9	886	1209	0	27	788	1287	1863	2	3517	931.065	718	1134.003	119	3775	1631	890	232	386.084	1249	967
